epoch,accuracy,loss,val_accuracy,val_loss
0,0.92069924,0.27212550001891195,0.96380967,0.10454479087737138
1,0.98002154,0.07785945380391124,0.98767346,0.04414717511016016
2,0.98697513,0.04904583061213336,0.99237937,0.030696349590315527
3,0.989278,0.04400941600214424,0.98791635,0.04081259732070935
4,0.98550963,0.054947715088467054,0.9943832,0.023317047935814468
5,0.9924483,0.029675478662505347,0.9931688,0.02327129114633553
6,0.99141645,0.03283011287726321,0.99262226,0.021777722921850626
7,0.9832516,0.056858851298385006,0.9923187,0.030747271744186525
8,0.9886649,0.04008274395315181,0.9888575,0.06228350741325529
9,0.9838049,0.05891475645206465,0.99389744,0.020672403086058784
10,0.99491566,0.020778368293587486,0.98928255,0.04803031039635377
11,0.9951699,0.020539333054518213,0.9969335,0.013221870888233301
12,0.9918202,0.03410218356041897,0.9939582,0.024158877440887357
13,0.99534935,0.017933575718883456,0.9960227,0.013029008395506709
14,0.99560356,0.017463558069624713,0.99775326,0.011651974374654145
15,0.99452686,0.023025095205096647,0.99310803,0.02523056370347189
16,0.99605215,0.015930058192391676,0.9945047,0.021861753025229236
17,0.9949904,0.020571096576364224,0.99559766,0.013792714866550738
18,0.99353987,0.026316009344559157,0.98837173,0.035433414166072305
19,0.9962765,0.015648936132748,0.9972675,0.013024822926797365
20,0.99349505,0.028016043676303854,0.98199594,0.07325251166550055
21,0.99582785,0.01885679801933816,0.99544585,0.020419941446377026
22,0.9933455,0.029104452253682425,0.9949904,0.021945950897843076
23,0.99638116,0.016902117900079804,0.9979355,0.010913080788290239
24,0.99379414,0.026698892434489842,0.99520296,0.020135882782705748
25,0.9961568,0.01650023752900655,0.99842125,0.008936883066388537
26,0.99790645,0.009591990336617012,0.9830586,0.04449340433647341
27,0.9959026,0.01766476194937093,0.99866414,0.008911360739783103
28,0.9973232,0.01276331436109497,0.9972675,0.014365541753806322
29,0.9962017,0.016346594318155626,0.99866414,0.007797656623530629
30,0.9951699,0.02164725296889597,0.94571453,0.14495684495487837
31,0.99362963,0.024979941421449128,0.99814796,0.010115365496891373
32,0.9980859,0.009502583798125252,0.99866414,0.007956494730424193
33,0.99729335,0.012991941982736732,0.99532443,0.017413240432633845
34,0.99687463,0.013076534191345258,0.9951119,0.03157002685232079
35,0.99777186,0.00998702365974333,0.99787474,0.011047040499173025
36,0.9965905,0.014997885731023368,0.98226917,0.09162351917932966
37,0.99774194,0.010260698433567217,0.9987248,0.0070299946564047885
