epoch,accuracy,loss,val_accuracy,val_loss
0,0.8444192,0.4427581518079151,0.95330477,0.16555879138235685
1,0.9524764,0.14932805574019425,0.95737314,0.13342570593089112
2,0.9661293,0.11063627385513065,0.97853476,0.07738015134082407
3,0.9810683,0.06761793839443399,0.98928255,0.04585629460432456
4,0.9896369,0.0427651241571442,0.993776,0.029881542091768732
5,0.99333054,0.027966294076214825,0.99687284,0.017971165900558028
6,0.99500537,0.02146927009954227,0.9960227,0.017364314141990272
7,0.99491566,0.02137904707827044,0.9969639,0.014499576030376318
8,0.9960671,0.01745160502817369,0.99714607,0.0129945239117006
9,0.99573815,0.01797823701477933,0.9973282,0.012397305840089625
10,0.99699426,0.013899603985241751,0.9974193,0.011885915196887928
11,0.99676996,0.013442981061450995,0.99723715,0.011558654965590944
12,0.99621665,0.013988614799977905,0.9972068,0.010720369270963547
13,0.9965008,0.012267304374045334,0.9965388,0.011104355244551351
14,0.9965307,0.012264991830116636,0.9974497,0.009092709594864221
15,0.9972784,0.009466497657021677,0.9975711,0.008874324813994016
16,0.99751765,0.008814873079324654,0.9973282,0.00858171824089219
17,0.9970092,0.009748445478066194,0.9973282,0.00955206492249934
18,0.99543905,0.017849957670874734,0.9958709,0.013836192358588023
19,0.9972784,0.009151857568243047,0.99775326,0.008365219914766879
20,0.99765223,0.007402637055530772,0.99775326,0.007974186082114103
21,0.99760735,0.00758329274421992,0.99787474,0.009084765507964646
22,0.997727,0.007889034013928028,0.9979051,0.007696604172343803
23,0.99774194,0.007483016856926999,0.99763185,0.007573058278044983
24,0.9960222,0.013292631419168975,0.9975711,0.00763242653792897
25,0.99774194,0.006820427542741132,0.99802655,0.007234616589966723
26,0.99799615,0.00647668586385137,0.99775326,0.008355609669907716
27,0.9979513,0.006649585445211512,0.99802655,0.007259907081458526
28,0.9976373,0.007522595077737469,0.9980569,0.007149336988552782
29,0.99781674,0.007407349370078379,0.99802655,0.00717602145118997
30,0.99768215,0.007871919055605818,0.9978444,0.007145810989738127
31,0.99726343,0.009615732201145259,0.9981176,0.007103570870449231
32,0.9980859,0.005921848876098063,0.9980569,0.0067372070209486224
33,0.99816066,0.005755081614427057,0.9975104,0.00888013143948121
34,0.9978915,0.006971843112502014,0.99787474,0.007397130940383315
35,0.99793637,0.006772008971637321,0.99787474,0.007079446255113712
36,0.998056,0.006291994023328875,0.9979051,0.007806848062904767
37,0.99781674,0.0064316182593258065,0.9980873,0.007146658629094705
38,0.9973083,0.007997764779374928,0.9981176,0.007569444508513524
39,0.99807096,0.005777901520479818,0.9980569,0.006628493681737208
40,0.9982803,0.005342134679289779,0.99814796,0.006527655786092412
41,0.9979812,0.006278628731773836,0.99802655,0.006777766660444402
42,0.9975775,0.007532744245965962,0.9981176,0.006439020492745937
43,0.99825037,0.005383175697932154,0.9979355,0.006704967646208849
44,0.99816066,0.005334579930861917,0.9979658,0.008588008502316795
45,0.99726343,0.00941141147813028,0.9980873,0.0064547918647052714
46,0.99829525,0.00485032836002809,0.9980873,0.006561029261868719
47,0.9983102,0.004782128663203152,0.9980873,0.00642811307964469
48,0.9982803,0.00482219965858815,0.9980569,0.007115623915454035
49,0.9981009,0.005428257407701047,0.99814796,0.0072571699163120175
50,0.9980261,0.005947705842870502,0.9980569,0.0065364546101750005
51,0.99820554,0.005194848552520038,0.99814796,0.006637238888607087
52,0.9981756,0.005155553876079833,0.99817836,0.006604720451080315
53,0.99703914,0.009486414145718446,0.99802655,0.006435297095155184
54,0.99837,0.004608499309467425,0.9980873,0.006327985642328128
55,0.9982803,0.004725097674764869,0.9981176,0.006252644104497618
56,0.9982803,0.004738078484650849,0.99802655,0.006308162808886893
57,0.99768215,0.006663318083490147,0.9980569,0.006718088670191505
58,0.99837,0.004444020560283814,0.99823904,0.006639356134061178
59,0.9982803,0.004237251605881506,0.99814796,0.0067067280502269575
60,0.99851954,0.004211070057184097,0.99826944,0.006130191728897704
61,0.9974877,0.007028625973140216,0.9980569,0.0066505032254420265
62,0.9983551,0.00437014291101473,0.99823904,0.006397290560416621
63,0.9984448,0.004224573670568811,0.99817836,0.006499825742108935
64,0.9981906,0.005135416370888225,0.9983301,0.00679960903329032
65,0.99738306,0.007460579277937183,0.9982087,0.0058774447161248
66,0.99854946,0.003975488355412579,0.99823904,0.006495016798382952
67,0.9984448,0.004294930874357616,0.99839085,0.006126100117414355
68,0.9981009,0.005142008622446272,0.99817836,0.006166862571502878
69,0.99837,0.004169215986839175,0.99814796,0.006260456537211834
70,0.99813074,0.005064147221513216,0.9976926,0.008481143639182835
71,0.99845976,0.004136522374939134,0.99854267,0.006080659006332076
72,0.99859434,0.004035521244109015,0.9983605,0.005896597076393976
73,0.9979812,0.006083369399049625,0.9983605,0.006015716540997499
74,0.9984448,0.004039362714304768,0.9983301,0.0064193362058289575
75,0.9986691,0.0037420681013694166,0.9983301,0.006315176269621974
76,0.9982205,0.004447624258860528,0.9981176,0.006603061130738732
77,0.9968148,0.011956391866805043,0.99814796,0.007012895190443041
78,0.9986541,0.003613911501576305,0.99842125,0.0058454660151358445
79,0.9984897,0.0037331194387512246,0.99817836,0.006290499660287877
80,0.9986691,0.003339565042050905,0.99799615,0.0061603876698497016
81,0.9986093,0.00414545291517415,0.9983301,0.005908821683865827
82,0.998699,0.0036436592795801867,0.9984516,0.005628395745561209
83,0.998699,0.003433133176009654,0.9984516,0.005867549348336259
84,0.998699,0.0035792435053245046,0.99826944,0.006439273561175535
85,0.99823546,0.005007285266047982,0.9984516,0.006050062954599653
86,0.9988336,0.003261902563233635,0.9984516,0.00661492487242095
87,0.998699,0.0036919473863645446,0.99823904,0.006088233630546749
88,0.9987887,0.003494132810254673,0.9984516,0.006080632865517008
89,0.99760735,0.006946299105348073,0.99839085,0.006241536471778096
90,0.99881864,0.0033369448376639804,0.9982998,0.0064240981792847264
91,0.99871397,0.003367478269490448,0.9982998,0.006339754172357341
92,0.9985644,0.003651186748596763,0.9983605,0.0060287621698862995
93,0.99872893,0.003289451879884343,0.99839085,0.006392994636285868
94,0.9984897,0.00441189660928282,0.99854267,0.006014568267521378
95,0.99875885,0.0033149990424406607,0.9983301,0.00656874347425408
96,0.9988336,0.002872454302552643,0.99854267,0.006432130625902377
97,0.9988037,0.003120546154867762,0.9973282,0.007459648602063868
98,0.99690455,0.011027604421371016,0.99839085,0.006687074663173139
99,0.99881864,0.0031240826951462286,0.9984516,0.006282196258724059
100,0.9989233,0.002832760384063457,0.998573,0.0060569979056533645
101,0.99877375,0.003541505245678567,0.998573,0.005738148908332986
102,0.9988635,0.003014576775269311,0.99839085,0.00648899447609428
103,0.9986541,0.0037124353384942097,0.998573,0.006317309477225551
104,0.9988785,0.0027839511408124513,0.99863374,0.006253908714969757
105,0.9986541,0.003327828647184522,0.9985123,0.006301888027569864
106,0.9985644,0.0033022359775538817,0.99842125,0.006352392000762486
107,0.9986691,0.003613839174087071,0.9985123,0.006343763449911515
108,0.99868405,0.003393576422399004,0.998573,0.006208173199282571
109,0.99829525,0.005257453341244129,0.99839085,0.00663883118472073
110,0.9988785,0.0032081810834599968,0.9984819,0.006208121196574167
111,0.9988934,0.002955617489864198,0.9984516,0.006867723061724334
112,0.99893826,0.0027352382746440125,0.99842125,0.006651994431997705
113,0.9986541,0.0039734899166491994,0.9983605,0.0071488027536556935
114,0.9988336,0.002909433003644656,0.9986034,0.006292069994539704
115,0.9976373,0.007637400770051949,0.998573,0.0063932573042701476
116,0.9987439,0.0031978704036828027,0.9987248,0.005723498829189784
117,0.99875885,0.003159506212119388,0.998573,0.006009956809915567
118,0.9988635,0.0027633079577482713,0.9986945,0.005710744948735104
119,0.9988934,0.0028070854362959893,0.998573,0.006641567877883917
120,0.99868405,0.0034798362238004665,0.99839085,0.007461962403531557
121,0.9988635,0.003095901467540072,0.9986945,0.0059282069427413295
122,0.99877375,0.0036033793276945376,0.9978444,0.009055567956540056
123,0.99804103,0.005917999140814861,0.9984819,0.006048882465050418
124,0.9989682,0.00274450687333243,0.9984819,0.006522386380539026
125,0.99871397,0.0031073278350295594,0.9929866,0.017454693685699425
126,0.99875885,0.003313251019831097,0.9986034,0.005957679278719691
127,0.9990579,0.0025719795328710783,0.99826944,0.006336114727115365
128,0.99898314,0.002424823973164532,0.9984819,0.006292416053341725
129,0.9988336,0.00284881407983537,0.998573,0.006714600826783022
130,0.9988336,0.0029764965880455727,0.99854267,0.007477214016871335
131,0.99832517,0.0049105843204238775,0.99866414,0.006264617471023303
132,0.9989233,0.002821531029580405,0.9987248,0.005754423334837497
133,0.99884856,0.0029225505216264203,0.99863374,0.006508755815850086
134,0.99868405,0.003596476864306366,0.99854267,0.006479705703024638
135,0.99890834,0.002935068922709147,0.9986034,0.006622767870273683
136,0.9984448,0.004223411448383077,0.9985123,0.006214408457926713
137,0.9989233,0.002681158264605844,0.99854267,0.006340880249020008
138,0.9988785,0.0027246981241987427,0.99839085,0.006345988394524883
139,0.99877375,0.0029579524263088613,0.9980569,0.007673503297108468
140,0.9988635,0.003013436382071881,0.99817836,0.00830251825389139
141,0.99825037,0.005031030607640517,0.99866414,0.00582153013398768
142,0.9990579,0.0023704489540132996,0.9987248,0.005846796978931889
143,0.99884856,0.002873714593845257,0.99826944,0.006764299674998231
144,0.99868405,0.003209605316110468,0.99866414,0.0064295459138228326
145,0.99881864,0.0028277768779655125,0.9985123,0.006099251073978147
146,0.99901307,0.0026350714687661623,0.998573,0.006266174114999972
147,0.9989233,0.002596827634385375,0.99823904,0.00673761738601856
148,0.99862427,0.004214772385108702,0.9975408,0.008939444416264148
149,0.99875885,0.0034972224582317584,0.9987248,0.006339005381540143
150,0.99851954,0.003932508283025004,0.9986034,0.006672523558027012
151,0.9989682,0.0029271168512812473,0.99854267,0.0060211705267805855
152,0.99914765,0.002538099322812741,0.99854267,0.0070863770026684736
153,0.9989682,0.0027814259243755463,0.9980873,0.007205171971667186
154,0.9988336,0.0030088353309257205,0.99863374,0.006582336023216563
155,0.99902797,0.0027296772950746954,0.9985123,0.006481474919430965
156,0.9986541,0.0038676914639219876,0.99854267,0.006604230112222371
157,0.99893826,0.0031054652717460583,0.99839085,0.005928920375979266
158,0.9989532,0.0026841238692166445,0.9985123,0.006434288492550451
159,0.9988934,0.0025759442385953103,0.99817836,0.006955458279520955
160,0.9989532,0.002371541539889172,0.998573,0.006464515362646483
161,0.9988635,0.0030086701211574354,0.99866414,0.006423183378209622
162,0.99862427,0.003353730093421737,0.9985123,0.006701782450332119
163,0.9989233,0.0027678482754766413,0.99854267,0.00639100495512859
164,0.9990429,0.002285596544057956,0.9986034,0.0069546407298658975
165,0.99845976,0.0045339923271110185,0.99854267,0.00642766178112135
166,0.99875885,0.0031313385095467056,0.9985123,0.006188651099099254
167,0.99901307,0.002525007380017186,0.99863374,0.006326126071471212
168,0.99901307,0.002476408408357218,0.9985123,0.0068269554077787726
169,0.9989532,0.00260323101248849,0.998573,0.006433940446235819
170,0.9990579,0.0024866500444661608,0.9984516,0.0071375061248288955
171,0.99893826,0.002505868216609183,0.99863374,0.006649503767511364
172,0.99863917,0.0038511718282632904,0.9986034,0.006709853055070923
173,0.9990579,0.002540763471519892,0.99863374,0.006318176568134107
174,0.9988336,0.0028267017527431205,0.9983301,0.006981489513519083
175,0.99859434,0.003299962059010184,0.9977229,0.011687965315783113
176,0.99902797,0.002431516096984145,0.998573,0.006376303118386096
177,0.99914765,0.0021022073382501562,0.99842125,0.006857523152138838
178,0.99916255,0.002120045810451168,0.998573,0.006225834394976897
179,0.9990878,0.0024156911515194855,0.9984516,0.007116544309328791
180,0.9988037,0.0031965778585674293,0.998573,0.007068477704315198
181,0.9987887,0.0031403991758425336,0.998573,0.007038277471085767
182,0.9989532,0.0024690517260764168,0.9983605,0.006955561402870788
183,0.99907285,0.0022740983032050414,0.99863374,0.006938387146521033
184,0.99914765,0.0021638106211352807,0.9986034,0.006618005046728331
185,0.9986541,0.0036155157715704197,0.9982998,0.006837429758164871
186,0.9988785,0.002779645568865058,0.99842125,0.006671172843624308
187,0.99854946,0.0035765972496076656,0.99863374,0.006566359373960509
188,0.9990579,0.002369896617501404,0.99839085,0.006734180017291073
189,0.99901307,0.0022277732838894095,0.998573,0.00694407382980881
190,0.9990579,0.0023557807618196746,0.99863374,0.006689179948411923
191,0.9991775,0.002149841791705144,0.9987248,0.007085897509422724
192,0.99829525,0.005812545228954799,0.99863374,0.006515252082490687
193,0.99916255,0.002102845101837414,0.9984819,0.007256945559228952
194,0.99923736,0.0019987025639221843,0.9984516,0.006577852953214286
195,0.9990429,0.0022063465686465115,0.998573,0.006773886924767004
196,0.998699,0.003428069208810596,0.99842125,0.0071115710443656905
197,0.99914765,0.0023366362076488872,0.9985123,0.0065559959923257765
198,0.9990878,0.002293426691947385,0.9986945,0.006119201537824644
199,0.9990429,0.0023197779634201218,0.99854267,0.006212189357518566
200,0.99914765,0.002175019071872949,0.9986034,0.006977721550260594
201,0.9989532,0.002821911144431481,0.9983605,0.0061776185600708215
202,0.9990429,0.002363056930642704,0.99823904,0.008842457824577299
203,0.9983999,0.005447571706514096,0.99863374,0.0063332840714012155
204,0.99923736,0.0019474292706074476,0.99854267,0.0061837076905423075
205,0.9988785,0.0026011759356294384,0.9986034,0.006220290437622943
206,0.9989981,0.002384160266081637,0.9986034,0.0064860346401154605
207,0.99916255,0.0020442633316441724,0.99866414,0.006152587142965069
208,0.9988934,0.0025246012467903902,0.9982998,0.0071677877900583635
209,0.9991028,0.002245751500409088,0.99854267,0.006639634029686504
210,0.9989981,0.0026231076732730887,0.99866414,0.006241954962619292
211,0.99842983,0.0047825748807180015,0.9982087,0.007618826293932646
212,0.99893826,0.002618894998995977,0.99854267,0.006357737335134144
213,0.99914765,0.00194124372649975,0.9986034,0.006564805536104282
214,0.99911773,0.002148836357575226,0.99866414,0.006095719993905894
215,0.9989532,0.0026245236255434553,0.9986945,0.006651044599142487
216,0.9991925,0.0019497049541292502,0.99842125,0.00711875461743276
217,0.99911773,0.00199363876585057,0.9983301,0.007635952306322866
218,0.9991028,0.0020351881403411136,0.9985123,0.007066305239649417
